,model,mse,rmse,mae,r2,mape,time
15,Boosting,0.00774887460614253,0.08802769226864084,0.05191495300314239,-0.1375925574069201,0.1291089773715674,2.4163310999865644
16,DecisionTree,0.0073075852065428255,0.08548441499210734,0.047487130481640896,-0.07280798388326937,0.12034177089623299,0.013733699976000935
17,LassoReg,0.006811647810315287,0.08253270751838501,0.03686945118234453,-6.770724205740208e-07,0.0995919398747529,0.003731600008904934
18,LinearReg,0.007160836818458405,0.08462172781536906,0.04867838834310493,-0.051264226553144665,0.12186463975617332,0.003570100001525134
19,PLS,0.007161896950846296,0.08462799153262646,0.04868795915709793,-0.05141986189061365,0.12186522463556733,0.017055400006938726
20,PCR,0.00716191528816986,0.0846280998733273,0.04868812692860717,-0.05142255394641149,0.12186524771842917,0.0054213000112213194
21,RidgeReg,0.007160794552418121,0.08462147807984756,0.04867556192574652,-0.05125802158335202,0.1218539052553208,0.00212760001886636
22,RF,0.008447637936469899,0.09191103272442269,0.058932743977067145,-0.2401762233419924,0.14159633620739828,18.011880400008522
23,XGBoost,0.010614051222352315,0.10302451757883807,0.06959461861826766,-0.5582218435838922,0.1667326847190701,0.583326300024055
24,AdaBoost,0.007455524605615302,0.0863453797583594,0.05173636223620941,-0.09452659050502255,0.12865177198441663,0.9987400999525562
25,Bagging,0.009763372093773386,0.09880977731871167,0.06570812193612144,-0.43333580598487376,0.1533144418504707,2.007058200018946
26,BayesRidge,0.007154652759288174,0.0845851804945061,0.04857475435664088,-0.05035636056689663,0.1216533216908637,0.026195599988568574
27,Boosting,0.007769536561900432,0.08814497468319128,0.052089588516446045,-0.1406258865400345,0.12947661343230604,9.196305999998003
28,DecisionTree,0.007307585206542778,0.08548441499210706,0.04748713048163899,-0.07280798388326248,0.12034177089622856,0.0479300000006333
